0.05	0.571428571428571 0.368855556781659 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.571428571428571 0 0 NA NA NA 0 0 NA NA
0.05	0.714285714285714 0.56544486128752 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.571428571428571 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.571428571428571 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.428571428571429 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.428571428571429 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.29738085706659 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.571428571428571 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.368855556781659 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.571428571428571 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.29738085706659 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.571428571428571 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.428571428571429 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.571428571428571 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.428571428571429 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.29738085706659 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.368855556781659 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.368855556781659 0 0 NA NA NA 0 0 NA NA
0.05	0.571428571428571 0.368855556781659 0 0 NA NA NA 0 0 NA NA
0.75	0.571428571428571 0.368855556781659 0 0 6286 432.266584412906 1058.83256466733 6 6 1 1
0.75	0.571428571428571 0.368855556781659 0.142857142857143 0.142857142857143 4436.66666666667 1319.16666666667 2284.86369031794 3 1 1 0.333333333333333
0.75	0.571428571428571 0.368855556781659 0.142857142857143 0.142857142857143 5850.85714285714 822.033227765776 2174.89549009996 7 4 1 0.571428571428571
0.75	0.571428571428571 0.368855556781659 0 0 5994.25 295.170325123196 590.340650246392 4 4 1 1
0.75	0.571428571428571 0.368855556781659 0 0 5664.83333333333 375.655264541545 920.163717317015 6 4 1 0.666666666666667
0.75	0.571428571428571 0.368855556781659 0.142857142857143 0.142857142857143 4407.88888888889 268.860336236557 806.581008709671 9 2 1 0.222222222222222
