1.95	5.25 4.26956281914983 2 1.68325082306035 3344.33333333333 113.166666666667 196.010416389878 3 0 1 0
1.95	5.25 4.26956281914983 2 1.68325082306035 2913.16666666667 203.666666666667 352.761014474861 3 0 1 0
1.95	5.25 4.26956281914983 2 1.68325082306035 3309.83333333333 263.666666666667 456.684062928994 3 0 1 0
1.95	5.25 4.26956281914983 2 1.68325082306035 2821.66666666667 275.333333333333 476.891322350631 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 3207.83333333333 172.166666666667 298.201414036442 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 2935.66666666667 286.333333333333 495.943881233889 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 2913.16666666667 214.333333333333 371.236223088929 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 3675.33333333333 246.666666666667 427.239199200323 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 3005.33333333333 193.166666666667 334.574480995388 3 0 1 0
2.95	5.25 4.26956281914983 2.25 1.93110503770941 2751.33333333333 188.666666666667 326.780252361328 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 2901.33333333333 93.3333333333333 161.658075373095 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 2919.5 203 351.606313936482 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 3116.66666666667 27.3333333333333 47.3427220735493 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 2784.5 451.5 782.020939617348 2 0 0.666666666666667 0
2.95	5.25 4.26956281914983 2 1.68325082306035 2638.33333333333 63.1666666666667 109.407876011434 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 3103.33333333333 281.166666666667 486.994952061449 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 3046.83333333333 248.666666666667 430.703300815461 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 3053 297.5 515.285115251741 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 3024.16666666667 496.833333333333 860.540576227137 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 3115.66666666667 26.6666666666667 46.1880215351701 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 3407.83333333333 99.6666666666667 172.627730487698 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 3009.66666666667 127.333333333333 220.547802830437 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 2901.83333333333 297.666666666667 515.573790386336 3 0 1 0
2.95	5.25 4.26956281914983 2 1.68325082306035 3359.5 320.5 555.122283825825 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 2919.5 186 322.161450207811 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 3069.66666666667 359.833333333333 623.249615590201 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 3245 320.5 555.122283825825 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 3029.16666666667 202.333333333333 350.451613398103 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 3036.33333333333 104.166666666667 180.421959121758 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 3319.5 313.5 542.997928172843 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 3007.66666666667 203.333333333333 352.183664205672 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 2933.83333333333 223.666666666667 387.402030626239 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 2929.33333333333 65.1666666666667 112.871977626572 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 2787.66666666667 246.333333333333 426.661848931133 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 2918.33333333333 157.166666666667 272.220651922909 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 2953.5 202.5 350.740288532698 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 2963.83333333333 99.6666666666667 172.627730487698 3 0 1 0
4.45	5.25 4.26956281914983 2.25 1.60078105935821 2418.875 742.316963269959 1484.63392653992 3 0 0.75 0
4.45	5.25 4.26956281914983 2 1.68325082306035 3019.33333333333 300.166666666667 519.903917405258 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 2959.83333333333 94.6666666666667 163.967476449854 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 3089.33333333333 230.666666666667 399.526386279221 3 0 1 0
4.45	5.25 4.26956281914983 2.25 1.93110503770941 3065.66666666667 314.833333333333 545.307329249601 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 2933.16666666667 235.333333333333 407.609290047876 3 0 1 0
4.45	5.25 4.26956281914983 2 1.68325082306035 3048.33333333333 150.166666666667 260.096296269926 3 0 1 0
7.87	5.25 4.26956281914983 2 1.68325082306035 2829 247.5 428.682574873297 3 0 1 0
7.87	5.25 4.26956281914983 2 1.68325082306035 3224.16666666667 300.833333333333 521.058617943637 3 0 1 0
7.87	5.25 4.26956281914983 2 1.68325082306035 3138 253 438.208854314926 3 0 1 0
7.87	5.25 4.26956281914983 2.25 1.93110503770941 2917.66666666667 82.8333333333333 143.471541893622 3 0 1 0
7.87	5.25 4.26956281914983 2 1.68325082306035 2984.5 219 379.319126857584 3 0 1 0
7.87	5.25 4.26956281914983 2 1.68325082306035 2947.5 281.5 487.572302330639 3 0 1 0
7.87	5.25 4.26956281914983 2 1.68325082306035 3092.5 113 195.721741255283 3 0 1 0
7.87	5.25 4.26956281914983 2.25 1.93110503770941 2903.33333333333 315.666666666667 546.750704922576 3 0 1 0
7.87	5.25 4.26956281914983 2.25 1.93110503770941 2989.66666666667 207.333333333333 359.111867435947 3 0 1 0
7.87	5.25 4.26956281914983 2.25 1.93110503770941 3034.5 208 360.266567974326 3 0 1 0
7.87	5.25 4.26956281914983 2 1.68325082306035 2954.16666666667 201.833333333333 349.585587994318 3 0 1 0
7.87	5.25 4.26956281914983 2 1.68325082306035 3017 129 223.434554176385 3 0 1 0
7.87	5.25 4.26956281914983 2.25 1.93110503770941 2762.5 108.5 187.927512621223 3 0 1 0
7.87	5.25 4.26956281914983 2 1.68325082306035 3065.66666666667 173.833333333333 301.08816538239 3 0 1 0
7.87	5.25 4.26956281914983 2.25 1.60078105935821 2288 720.209257785541 1440.41851557108 3 0 0.75 0
7.87	5.25 4.26956281914983 2 1.68325082306035 2949.16666666667 276.833333333333 479.489398561984 3 0 1 0
7.87	5.25 4.26956281914983 2.25 1.93110503770941 3101 234.5 406.165914374902 3 0 1 0
7.87	5.25 4.26956281914983 2 1.68325082306035 2913.5 229.5 397.505660337057 3 0 1 0
7.87	5.25 4.26956281914983 2 1.68325082306035 2930.83333333333 243.666666666667 422.043046777616 3 0 1 0
7.87	5.25 4.26956281914983 2 1.68325082306035 2871.66666666667 113.833333333333 197.165116928257 3 0 1 0
14	5.25 4.26956281914983 2.25 1.60078105935821 2244 708.26292787354 1416.52585574708 3 0 0.75 0
14	5.25 4.26956281914983 5.5 3.40342964277702 870.78125 275.256898826464 1101.02759530586 3 0 0.1875 0
14	5.25 4.26956281914983 2.25 1.93110503770941 3052.33333333333 239.166666666667 414.248818143556 3 0 1 0
14	5.25 4.26956281914983 2 1.68325082306035 2992.5 146.5 253.745443308841 3 0 1 0
14	5.25 4.26956281914983 2 1.68325082306035 2940.16666666667 202.333333333333 350.451613398103 3 0 1 0
14	5.25 4.26956281914983 2.75 2.09662427090152 1916.8 709.40211798387 1586.27135919426 3 0 0.6 0
14	5.25 4.26956281914983 2.25 1.60078105935821 2288.375 728.030029571812 1456.06005914362 3 0 0.75 0
14	5.25 4.26956281914983 2 1.68325082306035 2990.5 169.5 293.582611882925 3 0 1 0
14	5.25 4.26956281914983 2.25 1.60078105935821 2325.375 730.617129983277 1461.23425996655 3 0 0.75 0
14	5.25 4.26956281914983 2 1.68325082306035 3023 221.5 383.649253876506 3 0 1 0
14	5.25 4.26956281914983 2 1.68325082306035 3005.5 179 310.037094554829 3 0 1 0
14	5.25 4.26956281914983 2 1.68325082306035 3020.5 203 351.606313936482 3 0 1 0
14	5.25 4.26956281914983 2 1.68325082306035 2949 177.5 307.439018343476 3 0 1 0
14	5.25 4.26956281914983 2 1.68325082306035 2887 252.5 437.342828911142 3 0 1 0
14	5.25 4.26956281914983 2 1.68325082306035 2993.5 227.5 394.04155872192 3 0 1 0
14	5.25 4.26956281914983 2 1.68325082306035 3020.33333333333 249.166666666667 431.569326219245 3 0 1 0
14	5.25 4.26956281914983 5.25 3.35099487714718 624.46875 290.685076115996 1162.74030446398 3 0 0.1875 0
14	5.25 4.26956281914983 2 1.68325082306035 3020.5 262 453.797311583046 3 0 1 0
14	5.25 4.26956281914983 2 1.68325082306035 3005.16666666667 237.333333333333 411.073391663014 3 0 1 0
14	5.25 4.26956281914983 2.25 1.60078105935821 2254 703.296049564715 1406.59209912943 3 0 0.75 0
1.35	5.25 4.26956281914983 1.75 1.75 3995.5 0 0 2 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 3619.5 678 1174.3304475317 3 0 1 0
1.35	5.25 4.26956281914983 1.75 1.75 3077 0 0 2 0 1 0
1.35	5.25 4.26956281914983 1.75 1.75 4574.5 0 0 2 0 1 0
1.35	5.25 4.26956281914983 1.75 1.75 3760.5 0 0 2 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 2637.33333333333 206.666666666667 357.957166897568 3 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 3831 479 829.652336825492 3 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 3933 NA NA 1 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 3939.5 688.5 1192.51698101117 3 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 3574.5 437.5 757.772228311384 3 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 3507.83333333333 167.166666666667 289.541159998597 3 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 3783.33333333333 455.166666666667 788.371792578434 3 0 1 0
1.35	5.25 4.26956281914983 1.75 1.75 2424.5 0 0 2 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 3513.83333333333 17.1666666666667 29.7335388632657 3 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 2669.16666666667 92.8333333333333 160.792049969311 3 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 3627.5 276 478.04602288901 3 0 1 0
1.35	5.25 4.26956281914983 1.75 1.75 4609.5 0 0 2 0 1 0
1.35	5.25 4.26956281914983 1.75 1.75 4633.5 0 0 2 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 2697 36 62.3538290724796 3 0 1 0
1.35	5.25 4.26956281914983 2 1.68325082306035 3263 244 422.620397046806 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 3180.66666666667 305.833333333333 529.718871981482 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 2908.66666666667 211.333333333333 366.040070666223 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 2882.66666666667 173.333333333333 300.222139978605 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 3199.83333333333 281.666666666667 487.860977465234 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 3180 57 98.726896031426 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 2870.33333333333 200.666666666667 347.564862052155 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 3093.66666666667 83.3333333333333 144.337567297406 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 2804.66666666667 233.333333333333 404.145188432738 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 3038.5 257.5 446.003082948986 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 2932.66666666667 292.333333333333 506.336186079302 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 2710.5 214 370.65887281974 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 3137.66666666667 250.333333333333 433.590052161409 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 3110.33333333333 164.666666666667 285.211032979675 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 3198.5 354.5 614.012011283167 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 3299.83333333333 183.833333333333 318.408673458079 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 2967.33333333333 168.166666666667 291.273210806166 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 2915.5 166.5 288.386459460218 3 0 1 0
3.225	5.25 4.26956281914983 2.25 1.60078105935821 2473.625 603.756931464697 1207.51386292939 3 0 0.75 0
3.225	5.25 4.26956281914983 2 1.68325082306035 3219 377 652.983154453467 3 0 1 0
3.225	5.25 4.26956281914983 2 1.68325082306035 3289 78.5 135.965988394157 3 0 1 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
1000	5.25 4.26956281914983 6.25 3.70528901256928 544.631578947368 252.015245530277 1098.50898749807 3 0 0.157894736842105 0
